sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,Content_MasteryE,ProgressE,Closing_GapE,ReadinessE,CCRPIScoreE,Third_Grade_Reading,Fifth_Grade_Reading,Content_MasteryM,ProgressM,Closing_GapM,ReadinessM,CCRPIScoreM,Eighth_Grade_Reading,Content_MasteryH,ProgressH,Closing_GapH,ReadinessH,Graduation_RateH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
658195,658,Forsyth County,North Forsyth High School,195,H,(770) 781-6637,3635 Coal Mountain Drive,Cumming,GA,30028,2539,9-12,,B,83,1,0,3,14,3,79,7.5999999,12,2,,,,,,,,,,,,,,86.3,82.5,57.6,86.3,91.0,83,9.9,25.5,52.90000000000001,11.7,12.5,34.1,43.7,9.700000000000001,13,18.7,50.5,17.8,12,26.9,41.90000000000001,19.2,71.5,100,90.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4,9.200000000000001,8541.17
658197,658,Forsyth County,Daves Creek Elementary School,197,E,(770) 888-1222,3740 Melody Mizer Lane,Cumming,GA,30041,1203,K-5,Greatest Gains (Platinum)/Highest Performing (Platinum),A,99.2,74,1,3,3,2,17,1.4,12,12,100.0,99.5,100,96.9,99.2,88.80000000000001,94.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,6.800000000000001,31.9,60.1,.6000000000000001,4.7,23,71.8,3.2,6.9,38.90000000000001,50.90000000000001,2.3,18.5,26.4,52.8,,,,,,,,,,,,,,,,,,5,4,17.6,8582.68
658198,658,Forsyth County,Vickery Creek Elementary School,198,E,(770) 346-0040,6280 Post Road,Cumming,GA,30040,1222,K-5,Highest Performing (Bronze),A,96.80000000000001,20,0,3,7,5,64,2.3,11,5,98.4,97.0,100,91.5,96.8,78.30000000000001,83.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,18.2,42.90000000000001,33.6,2.1,12.5,42.90000000000001,42.5,6.7,23.8,40.90000000000001,28.5,4.7,34.7,31.6,29,,,,,,,,,,,,,,,,,,5,4,11.3,7898.31
658199,658,Forsyth County,Vickery Creek Middle School,199,M,(770) 667-2580,6240 Post Road,Cumming,GA,30040,1241,6-8,Highest Performing (Silver),A,96,13,1,3,8,3,72,2.2,9,4,,,,,,,,99.8,92.0,100,94.3,96,90.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,19.1,48.3,28,3.8,23,40,33.2,61.3,25.8,12.9,0,2.8,26,40.2,31,,5,5,6,7602.08
658202,658,Forsyth County,Otwell Middle School,202,M,(770) 887-5248,605 Tribble Gap Road,Cumming,GA,30040,1342,6-8,,B,81.30000000000001,7,1,5,33,2,52,13.7,16,23,,,,,,,,84.3,84.8,55.9,89.7,81.3,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,24.5,40.1,21.8,10.6,32.5,38.8,18.2,53.2,39.6,7.2,0,12.5,34.3,37.3,15.9,,4,4,9.200000000000001,9785.43
658203,658,Forsyth County,Sawnee Elementary School,203,E,770) 887-6161,1616 Canton Highway,Cumming,GA,30040,1423,K-5,,B,83,7,0,4,18,4,66,7.9000001,13,13,84.5,87.2,63.3,88.0,83,60.7,73.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,28.3,40.90000000000001,20.2,7.100000000000001,29.1,43,20.9,18.1,29.8,39.1,13,10.1,43.7,24.4,21.8,,,,,,,,,,,,,,,,,,4.5,5,10.1,8605.15
658204,658,Forsyth County,Chestatee Elementary School,204,E,(770) 887-2341,4083 Greenbriar Rd,Gainesville,GA,30506,1224,K-5,,B,89.40000000000001,1,0,2,18,3,76,17.5,20,12,82.5,93.5,100,84.5,89.40000000000001,52.5,76.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,26,38.6,19.3,10.8,26,44,19.1,17.7,22.4,42.2,17.7,10.9,39.6,33.3,16.1,,,,,,,,,,,,,,,,,,4,5,8.4,8856.76
658206,658,Forsyth County,Little Mill Middle School,206,M,(678) 965-5000,6800 Little Mill Road,Cumming,GA,30041,897,6-8,,C,78.80000000000001,1,0,1,20,2,75,14.5,17,11,,,,,,,,79.9,82.1,56.8,87.8,78.8,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,27.4,45.6,14.4,11.2,36.4,37,15.3,74.5,15.7,9.800000000000001,0,12.3,39.2,34,14.6,,3.5,4,10,9552.460000000001
658211,658,Forsyth County,Brookwood Elementary School,211,E,678) 965-5060,2980 Vaughan Drive,Cumming,GA,30041,1047,K-5,Highest Performing (Platinum),A,96.80000000000001,39,1,4,7,4,46,1.6,15,12,100.0,94.2,100,94.3,96.8,83.5,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,14.5,39.5,43.6,1.9,7.600000000000001,36,54.5,5,18.9,38.3,37.8,1.1,29.7,30.2,39,,,,,,,,,,,,,,,,,,5,4,7.5,8509.130000000001
658213,658,Forsyth County,Whitlow Elementary School,213,E,(678) 965-5090,3655 Castleberry Road,Cumming,GA,30040,1314,K-5,Greatest Gains (Bronze)/Highest Performing (Bronze),A,92.5,21,1,8,23,3,44,11,13,24,98.6,98.8,68.8,89.9,92.5,71.40000000000001,80.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,21.5,36.6,34.3,6,20.9,40.8,32.3,10.7,20.4,36,32.9,6.300000000000001,33.5,29.5,30.8,,,,,,,,,,,,,,,,,,4,4,13.3,9723
658214,658,Forsyth County,Lambert High School,214,H,(678) 965-5050,805 Nichols Road,Suwanee,GA,30024,2988,9-12,Highest Performing (Platinum),A,95.40000000000001,31,0,4,5,3,57,1,6,2,,,,,,,,,,,,,,100.0,91.9,90.3,94.0,97.7,95.40000000000001,2.3,13.2,56.3,28.2,2.2,15.5,43.1,39.1,2.9,9.200000000000001,41,46.90000000000001,3.5,12.8,46.90000000000001,36.8,87.60000000000001,100,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.4,7394.940000000001
658215,658,Forsyth County,Haw Creek Elementary School,215,E,678) 965-5070,2555 Echols Road,Cumming,GA,30041,1038,K-5,,A,90.40000000000001,21,1,2,7,5,64,2.5999999,18,8,97.4,87.8,80.8,91.6,90.40000000000001,75.7,84.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000000000001,21.8,42.1,29.8,4,14.5,46.40000000000001,35.1,6.600000000000001,19.8,51.1,22.5,3.8,40.1,29.1,26.9,,,,,,,,,,,,,,,,,,4.5,4,8.9,8944.32
658216,658,Forsyth County,Lakeside Middle School,216,M,(678) 965-5080,2565 Echols Road,Cumming,GA,30041,1236,6-8,Highest Performing (Silver),A,93.30000000000001,24,0,3,8,3,61,3.3,10,7,,,,,,,,98.4,89.5,90.59999999999999,94.3,93.3,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.100000000000001,17,50.3,28.6,3.1,16.7,38.5,41.6,72.40000000000001,27.6,0,0,4.9,25.4,36.9,32.8,,5,4,5.2,8066.58
658219,658,Forsyth County,Forsyth Virtual Academy,219,MH,(678) 965-4970,136 Elm Street,Cumming,GA,30040,58,6-12,,C,77.40000000000001,2,0,0,3,5,90,3.4000001,3,2,,,,,,,,78.9,40.0,,85.3,64.40000000000001,,93.3,67.7,100,87.5,93.7,85.5,,,,,,,,,,,,,,,,,80,87.40000000000001,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,13526.88
658303,658,Forsyth County,Liberty Middle School,303,M,(770) 781-4889,7465 Wallace Tatum Road,Cumming,GA,30028,1180,6-8,,B,88.60000000000001,4,0,4,15,2,75,6.6999998,15,7,,,,,,,,89.3,86.6,89.3,90.7,88.59999999999999,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,25.3,47.5,18.6,6,28,45.40000000000001,20.6,80.5,14.6,4.9,0,6.600000000000001,37.3,37.6,18.5,,4.5,5,9.300000000000001,8387.370000000001
658307,658,Forsyth County,Silver City Elementary School,307,E,(678) 965-5020,6200 Dahlonega Highway,Cumming,GA,30028,1078,K-5,,A,90.2,3,0,5,10,4,78,6.5,19,5,88.7,88.4,100,88.2,90.2,66.3,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,32.3,40.7,19.5,4.9,28.5,46.5,20.1,12.4,21.8,47.5,18.3,5.9,41.6,27.7,24.8,,,,,,,,,,,,,,,,,,4.5,5,9.9,9005.08
658313,658,Forsyth County,Kelly Mill Elementary School,313,E,678-965-4953,1180 Chamblee Gap Rd.,Cumming,GA,30040,1151,K-5,,A,91.5,11,0,3,9,4,73,2.9000001,13,6,96.8,92.9,78.90000000000001,90.7,91.5,70.10000000000001,87.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,22.3,39.7,31.1,2.9,14.7,47.8,34.7,6.100000000000001,18.3,47.2,28.4,4.100000000000001,46.7,31,18.3,,,,,,,,,,,,,,,,,,5,4,7.300000000000001,8817.280000000001
658407,658,Forsyth County,Piney Grove Middle School,407,M,(678) 965-5010,8135 Majors Road,Cumming,GA,30041,1000,6-8,Highest Performing (Platinum),A,94.40000000000001,44,0,3,9,2,42,2,8,7,,,,,,,,99.9,89.0,93.8,96.2,94.40000000000001,93.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,13.6,48.7,33.9,2.5,16.5,36.4,44.7,47.1,35.3,17.6,0,2.6,25,44.3,28.1,,4.5,5,5.100000000000001,9008.870000000001
658498,658,Forsyth County,North Forsyth Middle School,498,M,(770) 889-0743,3645 Coal Mountain Drive,Cumming,GA,30028,1176,6-8,,B,81.7,3,1,6,13,3,74,6.9000001,14,6,,,,,,,,86.4,78.8,67.90000000000001,90.2,81.7,87.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.300000000000001,26.9,48.3,15.6,6.800000000000001,33.7,42.3,17.2,68.8,29.2,2.1,0,5.7,34.9,40,19.5,,4,4,8.4,9219.41
6585050,658,Forsyth County,Forsyth Central High School,5050,H,(770) 887-8151,131 Almon C. Hill Drive,Cumming,GA,30040,2551,9-12,,B,85.10000000000001,4,0,3,25,3,64,7.5,11,7,,,,,,,,,,,,,,84.3,82.8,80.59999999999999,86.2,93.1,85.09999999999999,9,30,50.8,10.2,15.3,35.4,38,11.3,14.4,22.2,42.2,21.2,12.5,29.1,42.3,16.1,71.10000000000001,100,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,9449.06
658598,658,Forsyth County,South Forsyth Middle School,598,M,(770) 888-3170,4670 Windermere Pkwy,Cumming,GA,30041,1302,6-8,Highest Performing (Platinum),A,94.5,38,0,2,6,4,50,1.8,7,5,,,,,,,,100.0,86.1,100,97.0,94.5,95.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,10.4,46.90000000000001,41.1,1.4,9,36.4,53.2,,,,,1.9,17,39.1,42,,5,5,3.8,8026.24
658699,658,Forsyth County,Brandywine Elementary School,699,E,770-667-2585,175 Martin Drive,Alpharetta ,GA,30004,1187,K-5,,B,86.60000000000001,31,1,12,27,3,25,13.5,12,30,86.2,92.7,71.90000000000001,87.7,86.59999999999999,66.8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,28.3,30.4,26.8,10.2,23.7,36.6,29.5,22.9,23.5,36.9,16.8,16.9,39.90000000000001,22.5,20.8,,,,,,,,,,,,,,,,,,3,5,16.1,8928.620000000001
658700,658,Forsyth County,DeSana Middle School,700,M,770-667-2591,625 James Road,Alpharetta ,GA,30004,924,6-8,,A,90.80000000000001,27,1,10,25,3,34,9.1999998,12,20,,,,,,,,95.0,88.9,85.3,91.8,90.8,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,20.6,40.5,28.5,8,28.1,34.6,29.3,83.30000000000001,11.1,5.600000000000001,0,10.2,29,38.6,22.1,,4.5,5,7.100000000000001,8430.01
658701,658,Forsyth County,Alliance Academy for Innovation,701,H,470-695-7823,1100 Lanier 400 Parkway,Cumming ,GA,30040,496,9-10,,A,93.7,33,0,4,12,3,48,2.4000001,6,2,,,,,,,,,,,,,,99.9,85.4,,97.7,.,93.7,,,,,1.1,13.7,54,31.2,2,6.9,50.6,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,11698.83
658702,658,Forsyth County,Denmark High School,702,H,470-533-2521,645 Mullinax Road,Alpharetta ,GA,30004,1335,9-12,,A,91.10000000000001,24,0,8,20,3,44,5.5,9,7,,,,,,,,,,,,,,97.0,85.3,,90.9,TFS,91.09999999999999,5.7,19,53.2,22.1,5.4,30.9,41,22.6,9.700000000000001,16.9,47,26.4,7.9,18.8,42.2,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8.1,9817.139999999999
659105,659,Franklin County,Franklin County Middle School,105,M,(706) 384-4581,485 Turkey Creek Rd,Carnesville,GA,30521,859,6-8,,C,70.5,1,0,9,9,5,75,33.200001,13,6,,,,,,,,60.2,79.9,60.7,77.0,70.5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,35.1,31,6.800000000000001,20.9,47.40000000000001,25.5,6.2,29.6,38.2,24.6,7.5,17.6,53,22.9,6.5,,3,5,12.7,9322.210000000001
6591052,659,Franklin County,Royston Elementary School,1052,E,(706) 245-9252,660 College St,Royston,GA,30662,522,K-5,,D,64.90000000000001,1,0,13,11,5,69,45.599998,13,7,53.4,82.6,33.3,74.7,64.90000000000001,34.4,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,35.8,26.8,5.300000000000001,25.3,38.8,31.4,4.5,37,30.1,28.8,4.100000000000001,32.9,58.90000000000001,8.200000000000001,0,,,,,,,,,,,,,,,,,,2.5,4,18.6,10685.19
659107,659,Franklin County,Carnesville Elementary Intermediate School,107,E,706-384-7326,11555 Lavonia Road,Carnesville,GA,30521,258,3-5,,C,73.2,0,0,4,7,2,86,28.299999,19,3,72.0,85.4,38.9,79.4,73.2,49.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,32.9,24.6,18.7,14.2,29.2,38.3,18.2,30.4,27.2,27.2,15.2,23.9,50,15.2,10.9,,,,,,,,,,,,,,,,,,2.5,5,15.1,12130.02
6592050,659,Franklin County,Carnesville Elementary Primary School,2050,E,706-384-4523,825 Hull Ave,Carnesville,GA,30521,271,K-2,,B,86.2,1,0,3,6,5,85,32.799999,16,4,85.2,TFS,100,77.3,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24.9,12373.92
6593050,659,Franklin County,Franklin County High School,3050,H,(706) 384-4525,6570 GA-145,Carnesville,GA,30521,1068,9-12,,B,83.60000000000001,2,0,9,7,2,81,25.799999,12,2,,,,,,,,,,,,,,73.8,94.0,83.3,74.2,91.7,83.59999999999999,19.4,36.8,33.2,10.7,23.6,44.90000000000001,29.2,2.3,27.7,23.1,38.3,11,,,,,70.8,62.2,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11.2,10057.07
6595050,659,Franklin County,Lavonia Elementary School,5050,E,(706) 356-8209,818 Hartwell Road ,Lavonia,GA,30553,592,K-5,,D,67.40000000000001,0,0,15,14,5,66,43.400002,12,9,52.2,78.2,62.5,75.1,67.40000000000001,33.3,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,32.4,19.7,7.600000000000001,32.4,34.6,25.7,7.300000000000001,30.4,29.6,32.2,7.800000000000001,29.6,51.3,12.2,7,,,,,,,,,,,,,,,,,,2.5,5,19.1,9981.889999999999
660100,660,Fulton County,Summit Hill Elementary School,100,E,470-254-2830,13855 Providence Rd.,Milton,GA,30004,717,K-5,,B,82,6,0,6,5,4,79,2.4000001,8,1,95.5,72.5,62.5,93.0,82,86.10000000000001,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.600000000000001,19.4,45.2,30.9,4.800000000000001,22,46.8,26.3,13.8,24.4,44.7,17.1,5.7,39,36.6,18.7,,,,,,,,,,,,,,,,,,3.5,5,7,9619.48
660101,660,Fulton County,Abbotts Hill Elementary School,101,E,470-254-2860,5575 Abbotts Bridge Road,Johns Creek,GA,30097,613,K-5,,B,87.90000000000001,32,0,13,10,7,38,3.0999999,9,15,96.6,80.4,81.7,92.6,87.90000000000001,75,82.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,17.3,35.1,41.2,4.800000000000001,16.9,40.6,37.7,17.1,18,37.8,27,11.7,39.6,29.7,18.9,,,,,,,,,,,,,,,,,,3.5,5,11.3,10842.82
6601010,660,Fulton County,Cliftondale Elementary School,1010,E,470-254-4070,3340 West Stubbs Road,College Park,GA,30349,655,K-5,,B,81.2,0,0,98,1,1,1,31.5,9,0,58.2,93.7,100,79.9,81.2,53.6,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,35,31.7,9.1,19.6,43.5,29.8,7.2,51.6,23,23,2.5,37.7,56.6,3.3,2.5,,,,,,,,,,,,,,,,,,2,3,23,11092.22
660102,660,Fulton County,Creek View Elementary School,102,E,470-254-2932,3995 Webb Bridge Road,Alpharetta ,GA,30005,924,K-5,Highest Performing (Gold),A,97.40000000000001,53,0,7,8,5,26,1.2,4,17,98.4,98.5,96.2,95.0,97.40000000000001,87.90000000000001,88.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,15.6,42.3,37.9,3.9,11.6,38.2,46.3,8.800000000000001,20,40.6,30.6,5,41.90000000000001,31.9,21.3,,,,,,,,,,,,,,,,,,4.5,5,23.8,9048.51
660103,660,Fulton County,Hembree Springs Elementary School,103,E,(470) 254 2902,815 Hembree Road,Roswell,GA,30076,567,K-5,,A,91.7,10,0,10,38,4,38,15.9,12,32,82.2,99.2,100,86.7,91.7,61.5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24.7,33,27.3,10.3,29.9,37.9,21.9,19.8,22.8,49.5,7.9,16.8,58.40000000000001,24.8,0,,,,,,,,,,,,,,,,,,2.5,5,11.5,12020.57
660104,660,Fulton County,Spalding Drive Elementary School,104,E,(470) 254 5880,130 W. Spalding Drive NE,Sandy Springs,GA,30328,376,K-5,,A,90.10000000000001,10,0,19,18,6,46,13.6,11,13,95.3,81.3,97.5,92.3,90.09999999999999,71,84.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.600000000000001,21.3,41,31.1,8.700000000000001,16.4,33.9,41,13.2,26.4,34,26.4,15.1,37.7,32.1,15.1,,,,,,,,,,,,,,,,,,2.5,4,16.8,13018.71
660105,660,Fulton County,Hopewell Middle School,105,M, (470) 254 3240,13060 Cogburn Road,Milton,GA,30004,1427,6-8,,B,84.30000000000001,13,0,16,12,4,54,4.3000002,11,8,,,,,,,,91.5,80.0,69.09999999999999,92.4,84.3,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,26,50.3,16.3,7.4,28,38.3,26.3,22.5,32.6,35.7,9.300000000000001,6.800000000000001,27.8,44.90000000000001,20.5,,3.5,5,8.1,9753.27
6601050,660,Fulton County,Alpharetta Elementary School,1050,E,470-254-7015,192 Mayfield Road,Alpharetta,GA,30009,515,K-5,,B,88.7,14,0,11,11,3,61,6.4000001,24,14,97.1,98.8,45.5,91.0,88.7,77.2,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,19.1,38.3,33.5,6.100000000000001,17,45.2,31.7,13.9,25.3,30.4,30.4,7.600000000000001,35.4,32.9,24.1,,,,,,,,,,,,,,,,,,3,5,13.6,15806.31
660106,660,Fulton County,Milton High School,106,H,(470) 254-7000,13025 Birmingham Hwy,Milton,GA,30004,2367,9-12,Highest Performing (Bronze),A,90.40000000000001,12,0,10,13,4,62,3.2,9,4,,,,,,,,,,,,,,98.1,81.9,87.5,88.4,96.2,90.40000000000001,5.800000000000001,17.9,53.6,22.7,12.9,29.8,44.40000000000001,12.9,7.7,13.3,43.5,35.5,9.5,20,42,28.4,80,100,95.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,5.4,9482.68
6601067,660,Fulton County,Roswell North Elementary School,1067,E,(470) 254 6320,10525 Woodstock Road,Roswell,GA,30075,825,K-5,,B,89.60000000000001,2,0,9,12,5,71,7.1999998,12,4,91.4,88.9,85,91.8,89.59999999999999,79,85.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.200000000000001,22.1,41.2,27.5,7.9,19.1,46.1,27,12.3,17.7,49.2,20.8,12.3,43.8,33.8,10,,,,,,,,,,,,,,,,,,3.5,5,7.9,9764.74
660107,660,Fulton County,Renaissance Middle School ,107,M,(470) 254-4330,7155 Hall Road,Fairburn,GA,30213,1298,6-8,,D,62.7,0,0,89,9,1,1,42,12,5,,,,,,,,45.4,68.9,61.4,78.9,62.7,45.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,40.90000000000001,22.5,2.3,40,45.5,12.5,1.9,54.1,35.2,9.700000000000001,1,26.4,48.40000000000001,20.2,5,,2.5,4,23.6,9566.969999999999
660109,660,Fulton County,Renaissance Elementary School,109,E,470-254-4320,7250 Hall Road,Fairburn,GA,30213,581,K-5,,C,78.7,0,0,93,3,3,1,43.900002,10,1,54.4,90.3,100,79.1,78.7,36.6,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,38.40000000000001,24.8,6.800000000000001,27.4,39.7,29.7,3.2,41.8,31.6,22.4,4.100000000000001,26.5,62.2,9.200000000000001,2,,,,,,,,,,,,,,,,,,1.5,4,29.9,11974.15
6601110,660,Fulton County,Langston Hughes High School,1110,H,(470) 254 3620,7510 Hall Road,Fairburn,GA,30213,1952,9-12,,D,68.2,0,0,88,9,1,1,36.400002,12,4,,,,,,,,,,,,,,44.4,78.7,81.8,65.2,88.5,68.2,34.7,38.7,25,1.6,68,28.3,3.3,.4,46.90000000000001,26.2,24.1,2.8,47.3,40.3,12.2,.3,41.90000000000001,80.90000000000001,88.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,22,10971.21
660114,660,Fulton County,Feldwood Elementary School,114,E,470-254-2001,5790 Feldwood Road,College Park,GA,30349,722,K-5,,D,69,0,0,95,3,0,1,56,8,1,41.2,78.8,100,70.4,69,27.2,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.40000000000001,33.2,19.5,5.9,31.6,46.8,16.2,5.4,60.5,24.8,14,.8,51.90000000000001,48.1,0,0,,,,,,,,,,,,,,,,,,1,4,36.1,11486.75
660116,660,Fulton County,Main Street Academy,116,EM,(404)768-0081,2861 Lakeshore Drive,College Park,GA,30337,841,K-8,,D,65.3,0,0,90,5,1,4,29.799999,7,2,65.8,67.3,4.2,83.9,60.7,55.90000000000001,72.90000000000001,63.0,76.1,78.59999999999999,88.8,75.09999999999999,81.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,35.6,34.5,13.1,21.4,40.2,32,6.4,25,39.3,28.6,7.100000000000001,7.100000000000001,48.8,25,19,16.4,35.4,41.2,7.100000000000001,18.7,52.90000000000001,19.1,9.300000000000001,35,52.5,12.5,0,22.2,45.8,29.2,2.8,,3.5,3,3.4,9214.81
660118,660,Fulton County,Hapeville Charter Career Academy,118,H,(404)766-0101,6045 Buffington Road,College Park,GA,30349,564,9-12,,C,74.2,0,0,87,10,1,1,34,13,3,,,,,,,,,,,,,,47.7,90.7,86.8,66.1,93.7,74.2,31.4,52.5,15.3,.8,55.7,33,10.4,.9,34.9,25,35.5,4.600000000000001,41,41,14.3,3.8,51.6,73.90000000000001,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5.5,10293.08
660119,660,Fulton County,Cambridge High School,119,H,470-254-2883,2845 Bethany Bend,Milton,GA,30004,2054,9-12,Greatest Gains (Silver),A,93.80000000000001,11,0,9,8,2,70,1.8,7,1,,,,,,,,,,,,,,98.4,92.5,81.3,91.5,97.7,93.8,3.5,12.9,56.7,26.8,7.300000000000001,24.4,47.5,20.8,6.100000000000001,11.9,52.2,29.8,6.300000000000001,21.2,40.6,31.9,83.30000000000001,100,97.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5,4.800000000000001,9333.27
6601210,660,Fulton County,Birmingham Falls Elementary School,1210,E,470-254-2820,14865 Birmingham Highway,Milton,GA,30004,717,K-5,Highest Performing (Silver),A,93,4,0,3,4,3,86,1.7,10,1,97.7,88.5,92.90000000000001,93.7,93,83.90000000000001,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,14,47,35.1,2.9,16.4,44,36.7,8.1,18.4,48.5,25,4.4,40.40000000000001,34.6,20.6,,,,,,,,,,,,,,,,,,3.5,5,5.600000000000001,10840.37
6601310,660,Fulton County,Ison Springs Elementary School,1310,E,(470) 254 4020,8261 Ison Road,Sandy Springs,GA,30350,606,K-5,,D,66.10000000000001,3,0,46,36,6,9,33.299999,12,31,54.0,79.6,43.8,77.4,66.09999999999999,41.90000000000001,51.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,43.40000000000001,25.2,6.2,25.5,46.5,22.8,5.2,47.7,28,18.7,5.600000000000001,27.1,58.90000000000001,9.300000000000001,4.7,,,,,,,,,,,,,,,,,,1.5,4,25.6,12293.04
6601312,660,Fulton County,RISE Grammar School,1312,E,(404) 669-8060,2626 Hogan Rd.,Atlanta,GA,30344,330,K-4,,D,67.2,0,0,91,7,2,1,42.099998,5,5,45.0,75.9,83.3,73.3,67.2,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,41.6,17.6,4.800000000000001,35.2,43.2,19.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.4,12749.78
